Player,Position,Team,Rebounds,Assists,Steals,Blocks,Turnovers,Fantasy_Points
Alperen Sengun,C,HOU,0,0,0,0,0,88.9
T.J. McConnell,PG,IND,0,0,0,0,0,48.0
Brandon Miller,SF,CHA,0,0,0,0,0,36.2
Malik Monk,SG,SAC,0,0,0,0,0,24.6
Jordan Clarkson,SG,UTA,0,0,0,0,0,42.9
Isaiah Hartenstein,C,OKC,0,0,0,0,0,73.2
Jayson Tatum,PF,BOS,0,0,0,0,0,48.4
Terry Rozier,PG,MIA,0,0,0,0,0,19.1
Herbert Jones,SF,NOP,0,0,0,0,0,63.9
Wendell Carter Jr.,C,ORL,0,0,0,0,0,45.2
Mark Williams,C,CHA,0,0,0,0,0,36.3
Jaylen Brown,SF,BOS,0,0,0,0,0,64.4
Jonathan Kuminga,PF,GSW,0,0,0,0,0,72.5
Anfernee Simons,SG,POR,0,0,0,0,0,96.0
Kristaps Porzingis,C,BOS,0,0,0,0,0,93.5
Caris LeVert,SG,CLE,0,0,0,0,0,89.3
Deandre Ayton,C,POR,0,0,0,0,0,84.7
Ivica Zubac,C,LAC,0,0,0,0,0,154.4
Collin Sexton,SG,UTA,0,0,0,0,0,124.1
Malik Beasley,SG,DET,0,0,0,0,0,125.9
Zach LaVine,SG,CHI,0,0,0,0,0,90.5
Shai Gilgeous-Alexander,PG,OKC,0,0,0,0,0,121.2
Scoot Henderson,PG,POR,0,0,0,0,0,19.3
Ochai Agbaji,SF,TOR,0,0,0,0,0,92.1
Evan Mobley,PF,CLE,0,0,0,0,0,130.5
Jimmy Butler,SF,MIA,0,0,0,0,0,101.3
Obi Toppin,PF,IND,0,0,0,0,0,55.2
Dejounte Murray,SG,NOP,0,0,0,0,0,136.9
Amen Thompson,SF,HOU,0,0,0,0,0,38.8
Domantas Sabonis,C,SAC,0,0,0,0,0,227.7
Stephen Curry,PG,GSW,0,0,0,0,0,69.7
Andre Drummond,C,PHL,0,0,0,0,0,48.5
Ayo Dosunmu,SG,CHI,0,0,0,0,0,100.4
Deni Avdija,SF,POR,0,0,0,0,0,53.6
Moritz Wagner,C,ORL,0,0,0,0,0,11.5
Aaron Gordon,PF,DEN,0,0,0,0,0,83.2
Stephon Castle,PG,SAS,0,0,0,0,0,35.5
Tyrese Haliburton,PG,IND,0,0,0,0,0,78.8
Cade Cunningham,PG,DET,0,0,0,0,0,198.2
Jalen Suggs,PG,ORL,0,0,0,0,0,28.0
Kyrie Irving,PG,DAL,0,0,0,0,0,25.1
Shaedon Sharpe,SG,POR,0,0,0,0,0,86.8
DeMar DeRozan,SF,SAC,0,0,0,0,0,88.3
Terry Rozier,PG,MIA,0,0,0,0,0,57.8
Alexandre Sarr,C,WAS,0,0,0,0,0,76.8
Nikola Vucevic,C,CHI,0,0,0,0,0,134.3
Khris Middleton,SF,MIL,0,0,0,0,0,67.3
Zach Edey,C,MEM,0,0,0,0,0,48.8
Kevin Porter Jr.,SG,LAC,0,0,0,0,0,79.8
Alex Caruso,SG,OKC,0,0,0,0,0,25.6
Nick Richards,C,CHA,0,0,0,0,0,55.2
Brandon Boston,SG,NOP,0,0,0,0,0,45.2
Brandon Clarke,PF,MEM,0,0,0,0,0,48.6
Jakob Poeltl,C,TOR,0,0,0,0,0,19.5
Brandin Podziemski,SG,GSW,0,0,0,0,0,81.7
Joel Embiid,C,PHL,0,0,0,0,0,68.5
Josh Hart,SF,NYK,0,0,0,0,0,41.6
Tyus Jones,PG,PHO,0,0,0,0,0,53.9
Michael Porter Jr.,SF,DEN,0,0,0,0,0,80.5
Russell Westbrook,PG,DEN,0,0,0,0,0,147.6
Scottie Barnes,SF,TOR,0,0,0,0,0,24.5
Dalton Knecht,SG,LAL,0,0,0,0,0,3.2
Jonas Valanciunas,C,WAS,0,0,0,0,0,40.8
Andrew Nembhard,PG,IND,0,0,0,0,0,29.7
Jarrett Allen,C,CLE,0,0,0,0,0,84.8
Payton Pritchard,PG,BOS,0,0,0,0,0,55.5
Karl-Anthony Towns,C,NYK,0,0,0,0,0,107.5
Jalen Williams,PF,OKC,0,0,0,0,0,73.4
Kris Dunn,PG,LAC,0,0,0,0,0,30.9
Dru Smith,PG,MIA,0,0,0,0,0,32.5
Dereck Lively II,C,DAL,0,0,0,0,0,82.6
Bradley Beal,SF,PHO,0,0,0,0,0,72.1
Royce O'Neale,SF,PHO,0,0,0,0,0,56.3
Kevin Huerter,SG,SAC,0,0,0,0,0,19.0
Anthony Edwards,SG,MIN,0,0,0,0,0,84.9
Mike Conley,PG,MIN,0,0,0,0,0,25.4
Jeremy Sochan,PF,SAS,0,0,0,0,0,79.5
Lauri Markkanen,PF,UTA,0,0,0,0,0,128.7
Jalen Smith,PF,CHI,0,0,0,0,0,7.7
Keldon Johnson,SF,SAS,0,0,0,0,0,20.4
Julius Randle,PF,MIN,0,0,0,0,0,63.9
Jalen Brunson,PG,NYK,0,0,0,0,0,98.8
LeBron James,SF,LAL,0,0,0,0,0,105.1
Dorian Finney-Smith,PF,LAL,0,0,0,0,0,19.3
LaMelo Ball,PG,CHA,0,0,0,0,0,119.3
Georges Niang,PF,CLE,0,0,0,0,0,41.9
Jaden McDaniels,SF,MIN,0,0,0,0,0,51.6
Dillon Brooks,SF,HOU,0,0,0,0,0,44.2
Malcolm Brogdon,PG,WAS,0,0,0,0,0,57.2
Brook Lopez,C,MIL,0,0,0,0,0,48.4
Pascal Siakam,PF,IND,0,0,0,0,0,99.6
Derrick White,SG,BOS,0,0,0,0,0,56.9
P.J. Washington,PF,DAL,0,0,0,0,0,60.2
Nikola Jokic,C,DEN,0,0,0,0,0,205.6
Santi Aldama,PF,MEM,0,0,0,0,0,85.0
Buddy Hield,SG,GSW,0,0,0,0,0,46.9
Rui Hachimura,PF,LAL,0,0,0,0,0,18.0
Tobias Harris,PF,DET,0,0,0,0,0,46.0
Jalen Johnson,PF,ATL,0,0,0,0,0,94.5
Guerschon Yabusele,PF,PHL,0,0,0,0,0,39.7
Grayson Allen,SG,PHO,0,0,0,0,0,10.1
Donte DiVincenzo,SG,MIN,0,0,0,0,0,71.0
Reed Sheppard,SG,HOU,0,0,0,0,0,6.4
Jake LaRavia,PF,MEM,0,0,0,0,0,38.7
De'Andre Hunter,SF,ATL,0,0,0,0,0,80.6
Kentavious Caldwell-Pope,SG,ORL,0,0,0,0,0,39.9
Tyrese Maxey,PG,PHL,0,0,0,0,0,156.0
Naji Marshall,SF,DAL,0,0,0,0,0,44.1
Josh Giddey,SG,CHI,0,0,0,0,0,43.3
Christian Braun,SG,DEN,0,0,0,0,0,57.5
Jonathan Mogbo,PF,TOR,0,0,0,0,0,49.1
Chris Boucher,PF,TOR,0,0,0,0,0,26.7
Keyonte George,PG,UTA,0,0,0,0,0,60.4
RJ Barrett,SF,TOR,0,0,0,0,0,60.0
Norman Powell,SG,LAC,0,0,0,0,0,158.7
Paul George,SF,PHL,0,0,0,0,0,127.0
Jabari Smith Jr.,PF,HOU,0,0,0,0,0,74.7
Goga Bitadze,C,ORL,0,0,0,0,0,84.1
Cody Martin,SG,CHA,0,0,0,0,0,87.4
Giannis Antetokounmpo,PF,MIL,0,0,0,0,0,63.8
Ben Simmons,PG,BKN,0,0,0,0,0,93.0
Ausar Thompson,SF,DET,0,0,0,0,0,12.9
Noah Clowney,PF,BKN,0,0,0,0,0,21.7
Austin Reaves,SG,LAL,0,0,0,0,0,77.5
Cason Wallace,SG,OKC,0,0,0,0,0,27.6
Klay Thompson,SG,DAL,0,0,0,0,0,77.3
Vasilije Micic,PG,CHA,0,0,0,0,0,4.2
Bam Adebayo,C,MIA,0,0,0,0,0,100.3
Bobby Portis,PF,MIL,0,0,0,0,0,104.6
Devin Vassell,SG,SAS,0,0,0,0,0,69.6
Devin Booker,PG,PHO,0,0,0,0,0,31.9
Keegan Murray,PF,SAC,0,0,0,0,0,69.0
Myles Turner,C,IND,0,0,0,0,0,80.9
John Collins,PF,UTA,0,0,0,0,0,80.5
Jamal Murray,PG,DEN,0,0,0,0,0,159.1
OG Anunoby,SF,NYK,0,0,0,0,0,65.1
Justin Champagnie,SF,WAS,0,0,0,0,0,41.8
Lonzo Ball,PG,CHI,0,0,0,0,0,11.1
Tyler Herro,SG,MIA,0,0,0,0,0,134.4
Donovan Mitchell,SG,CLE,0,0,0,0,0,131.7
Jaime Jaquez Jr.,SF,MIA,0,0,0,0,0,25.6
Bogdan Bogdanovic,SG,ATL,0,0,0,0,0,32.8
Julian Strawther,SF,DEN,0,0,0,0,0,21.7
Bilal Coulibaly,SF,WAS,0,0,0,0,0,92.3
Anthony Davis,C,LAL,0,0,0,0,0,110.8
Julian Champagnie,SF,SAS,0,0,0,0,0,35.9
Kelly Olynyk,C,TOR,0,0,0,0,0,15.1
Cameron Johnson,SF,BKN,0,0,0,0,0,133.3
Jalen Green,SG,HOU,0,0,0,0,0,93.1
Gradey Dick,SG,TOR,0,0,0,0,0,107.3
Alperen Sengun,C,HOU,0,0,0,0,0,102.3
Kevin Durant,PF,PHO,0,0,0,0,0,134.0
T.J. McConnell,PG,IND,0,0,0,0,0,63.3
Brandon Miller,SF,CHA,0,0,0,0,0,26.3
Malik Monk,SG,SAC,0,0,0,0,0,143.4
Isaiah Hartenstein,C,OKC,0,0,0,0,0,89.0
Jordan Clarkson,SG,UTA,0,0,0,0,0,61.1
Jayson Tatum,PF,BOS,0,0,0,0,0,157.0
Herbert Jones,SF,NOP,0,0,0,0,0,86.9
Quentin Grimes,SG,DAL,0,0,0,0,0,62.4
Ricky Council IV,SG,PHL,0,0,0,0,0,8.7
Mark Williams,C,CHA,0,0,0,0,0,60.7
Jaylen Brown,SF,BOS,0,0,0,0,0,71.1
Jonathan Kuminga,PF,GSW,0,0,0,0,0,20.8
Luguentz Dort,SG,OKC,0,0,0,0,0,29.2
Coby White,PG,CHI,0,0,0,0,0,75.7
Bennedict Mathurin,SF,IND,0,0,0,0,0,55.5
Jordan Poole,SG,WAS,0,0,0,0,0,90.6
Josh Green,SG,CHA,0,0,0,0,0,8.6
Naz Reid,C,MIN,0,0,0,0,0,37.7
Yves Missi,C,NOP,0,0,0,0,0,98.6
Darius Garland,PG,CLE,0,0,0,0,0,111.8
Andrew Wiggins,SF,GSW,0,0,0,0,0,54.1
Trey Murphy III,SF,NOP,0,0,0,0,0,141.5
Jusuf Nurkic,C,PHO,0,0,0,0,0,65.4
De'Aaron Fox,PG,SAC,0,0,0,0,0,197.6
Rudy Gobert,C,MIN,0,0,0,0,0,55.7
CJ McCollum,SG,NOP,0,0,0,0,0,114.7
Jaren Jackson Jr.,C,MEM,0,0,0,0,0,66.2
Duncan Robinson,SF,MIA,0,0,0,0,0,69.9
Kelly Oubre Jr.,SF,PHL,0,0,0,0,0,105.8
Clint Capela,C,ATL,0,0,0,0,0,46.9
Trae Young,PG,ATL,0,0,0,0,0,54.5
Ja Morant,PG,MEM,0,0,0,0,0,30.6
Walker Kessler,C,UTA,0,0,0,0,0,95.2
James Harden,PG,LAC,0,0,0,0,0,140.6
Toumani Camara,PF,POR,0,0,0,0,0,47.5
Jrue Holiday,PG,BOS,0,0,0,0,0,44.4
Dennis Schroder,PG,GSW,0,0,0,0,0,18.4
Draymond Green,PF,GSW,0,0,0,0,0,-3.0
Victor Wembanyama,C,SAS,0,0,0,0,0,160.1
Miles Bridges,SF,CHA,0,0,0,0,0,99.7
Harrison Barnes,PF,SAS,0,0,0,0,0,14.6
Nic Claxton,C,BKN,0,0,0,0,0,66.8
Jerami Grant,PF,POR,0,0,0,0,0,38.0
Fred VanVleet,PG,HOU,0,0,0,0,0,61.0
Dyson Daniels,SG,ATL,0,0,0,0,0,65.1
Jalen Duren,C,DET,0,0,0,0,0,99.3
D'Angelo Russell,PG,BKN,0,0,0,0,0,37.3
Mikal Bridges,SF,NYK,0,0,0,0,0,86.7
Chris Paul,PG,SAS,0,0,0,0,0,76.7
Desmond Bane,SG,MEM,0,0,0,0,0,97.3
Jaden Ivey,SG,DET,0,0,0,0,0,94.4
Amen Thompson,SF,HOU,0,0,0,0,0,160.9
Stephen Curry,PG,GSW,0,0,0,0,0,134.9
Ayo Dosunmu,SG,CHI,0,0,0,0,0,25.8
Cole Anthony,PG,ORL,0,0,0,0,0,22.7
Larry Nance Jr.,PF,ATL,0,0,0,0,0,86.0
Deni Avdija,SF,POR,0,0,0,0,0,122.8
Trey Lyles,PF,SAC,0,0,0,0,0,44.1
Aaron Gordon,PF,DEN,0,0,0,0,0,37.0
Obi Toppin,PF,IND,0,0,0,0,0,34.9
Dejounte Murray,SG,NOP,0,0,0,0,0,81.7
Domantas Sabonis,C,SAC,0,0,0,0,0,42.4
Stephon Castle,PG,SAS,0,0,0,0,0,45.9
Tyrese Haliburton,PG,IND,0,0,0,0,0,168.6
Cade Cunningham,PG,DET,0,0,0,0,0,125.2
Jalen Suggs,PG,ORL,0,0,0,0,0,131.2
Trayce Jackson-Davis,PF,GSW,0,0,0,0,0,119.6
Shaedon Sharpe,SG,POR,0,0,0,0,0,131.4
DeMar DeRozan,SF,SAC,0,0,0,0,0,84.8
Kyrie Irving,PG,DAL,0,0,0,0,0,205.8
Terry Rozier,PG,MIA,0,0,0,0,0,72.8
Alexandre Sarr,C,WAS,0,0,0,0,0,64.8
Nikola Vucevic,C,CHI,0,0,0,0,0,142.6
Zach Edey,C,MEM,0,0,0,0,0,119.3
Khris Middleton,SF,MIL,0,0,0,0,0,121.2
Kevin Porter Jr.,SG,LAC,0,0,0,0,0,30.7
Caleb Martin,SG,PHL,0,0,0,0,0,21.7
Brandon Boston,SG,NOP,0,0,0,0,0,52.7
Brandon Clarke,PF,MEM,0,0,0,0,0,51.0
Jakob Poeltl,C,TOR,0,0,0,0,0,35.2
Brandin Podziemski,SG,GSW,0,0,0,0,0,73.1
Joel Embiid,C,PHL,0,0,0,0,0,129.9
Josh Hart,SF,NYK,0,0,0,0,0,155.8
Michael Porter Jr.,SF,DEN,0,0,0,0,0,152.4
Tyus Jones,PG,PHO,0,0,0,0,0,94.4
Russell Westbrook,PG,DEN,0,0,0,0,0,121.3
Scottie Barnes,SF,TOR,0,0,0,0,0,134.4
Jonas Valanciunas,C,WAS,0,0,0,0,0,117.7
Dalton Knecht,SG,LAL,0,0,0,0,0,44.3
Andrew Nembhard,PG,IND,0,0,0,0,0,117.7
Patrick Williams,PF,CHI,0,0,0,0,0,57.0
Jarrett Allen,C,CLE,0,0,0,0,0,73.7
Payton Pritchard,PG,BOS,0,0,0,0,0,115.6
Karl-Anthony Towns,C,NYK,0,0,0,0,0,197.7
Jalen Williams,PF,OKC,0,0,0,0,0,150.8
Al Horford,C,BOS,0,0,0,0,0,35.3
Dereck Lively II,C,DAL,0,0,0,0,0,44.8
Bradley Beal,SF,PHO,0,0,0,0,0,172.5
Royce O'Neale,SF,PHO,0,0,0,0,0,77.8
Anthony Edwards,SG,MIN,0,0,0,0,0,161.4
Mike Conley,PG,MIN,0,0,0,0,0,48.7
Jeremy Sochan,PF,SAS,0,0,0,0,0,119.0
Lauri Markkanen,PF,UTA,0,0,0,0,0,126.9
Keldon Johnson,SF,SAS,0,0,0,0,0,7.6
Scotty Pippen Jr.,PG,MEM,0,0,0,0,0,89.7
Julius Randle,PF,MIN,0,0,0,0,0,177.0
Jalen Brunson,PG,NYK,0,0,0,0,0,198.8
LeBron James,SF,LAL,0,0,0,0,0,135.5
LaMelo Ball,PG,CHA,0,0,0,0,0,107.2
Jaden McDaniels,SF,MIN,0,0,0,0,0,88.1
Dillon Brooks,SF,HOU,0,0,0,0,0,35.8
Malcolm Brogdon,PG,WAS,0,0,0,0,0,92.9
Brook Lopez,C,MIL,0,0,0,0,0,134.2
Pascal Siakam,PF,IND,0,0,0,0,0,165.4
Precious Achiuwa,PF,NYK,0,0,0,0,0,43.7
Alec Burks,SG,MIA,0,0,0,0,0,19.7
Derrick White,SG,BOS,0,0,0,0,0,133.6
P.J. Washington,PF,DAL,0,0,0,0,0,63.3
Nikola Jokic,C,DEN,0,0,0,0,0,262.5
Santi Aldama,PF,MEM,0,0,0,0,0,46.5
Buddy Hield,SG,GSW,0,0,0,0,0,45.1
Rui Hachimura,PF,LAL,0,0,0,0,0,92.3
Tobias Harris,PF,DET,0,0,0,0,0,45.2
Jalen Johnson,PF,ATL,0,0,0,0,0,227.1
Guerschon Yabusele,PF,PHL,0,0,0,0,0,24.8
Cam Thomas,SG,BKN,0,0,0,0,0,39.7
Donte DiVincenzo,SG,MIN,0,0,0,0,0,139.4
Reed Sheppard,SG,HOU,0,0,0,0,0,5.8
Ochai Agbaji,SF,TOR,0,0,0,0,0,9.8
De'Andre Hunter,SF,ATL,0,0,0,0,0,160.6
Nick Richards,C,CHA,0,0,0,0,0,6.9
Kentavious Caldwell-Pope,SG,ORL,0,0,0,0,0,99.6
Tyrese Maxey,PG,PHL,0,0,0,0,0,200.8
Josh Giddey,SG,CHI,0,0,0,0,0,71.0
Jonathan Mogbo,PF,TOR,0,0,0,0,0,49.3
Christian Braun,SG,DEN,0,0,0,0,0,91.1
Chris Boucher,PF,TOR,0,0,0,0,0,81.0
RJ Barrett,SF,TOR,0,0,0,0,0,122.2
Norman Powell,SG,LAC,0,0,0,0,0,87.7
Paul George,SF,PHL,0,0,0,0,0,101.2
Jabari Smith Jr.,PF,HOU,0,0,0,0,0,88.7
Cody Martin,SG,CHA,0,0,0,0,0,33.3
Goga Bitadze,C,ORL,0,0,0,0,0,177.0
Ben Simmons,PG,BKN,0,0,0,0,0,71.6
Ausar Thompson,SF,DET,0,0,0,0,0,34.1
Noah Clowney,PF,BKN,0,0,0,0,0,87.8
Austin Reaves,SG,LAL,0,0,0,0,0,149.1
Bam Adebayo,C,MIA,0,0,0,0,0,155.2
Klay Thompson,SG,DAL,0,0,0,0,0,112.1
Bobby Portis,PF,MIL,0,0,0,0,0,123.0
Devin Vassell,SG,SAS,0,0,0,0,0,129.2
Keegan Murray,PF,SAC,0,0,0,0,0,43.0
Jaime Jaquez Jr.,SF,MIA,0,0,0,0,0,30.1
Myles Turner,C,IND,0,0,0,0,0,130.9
Jake LaRavia,PF,MEM,0,0,0,0,0,-3.3
Jamal Murray,PG,DEN,0,0,0,0,0,151.8
Jalen Wilson,PF,BKN,0,0,0,0,0,18.4
Donovan Mitchell,SG,CLE,0,0,0,0,0,110.6
OG Anunoby,SF,NYK,0,0,0,0,0,110.2
Wendell Carter Jr.,C,ORL,0,0,0,0,0,75.9
Bilal Coulibaly,SF,WAS,0,0,0,0,0,80.4
Anthony Davis,C,LAL,0,0,0,0,0,126.4
Justin Champagnie,SF,WAS,0,0,0,0,0,48.3
Julian Champagnie,SF,SAS,0,0,0,0,0,93.6
Cameron Johnson,SF,BKN,0,0,0,0,0,103.2
Tyler Herro,SG,MIA,0,0,0,0,0,188.1
Gradey Dick,SG,TOR,0,0,0,0,0,79.8
Jalen Green,SG,HOU,0,0,0,0,0,114.3
Alperen Sengun,C,HOU,0,0,0,0,0,187.2
Kevin Durant,PF,PHO,0,0,0,0,0,195.9
T.J. McConnell,PG,IND,0,0,0,0,0,74.1
Brandon Miller,SF,CHA,0,0,0,0,0,39.6
Malik Monk,SG,SAC,0,0,0,0,0,64.4
Duncan Robinson,SF,MIA,0,0,0,0,0,2.4
Jordan Clarkson,SG,UTA,0,0,0,0,0,80.8
Isaiah Hartenstein,C,OKC,0,0,0,0,0,156.6
Jayson Tatum,PF,BOS,0,0,0,0,0,180.4
Herbert Jones,SF,NOP,0,0,0,0,0,54.2
Quentin Grimes,SG,DAL,0,0,0,0,0,81.6
Mark Williams,C,CHA,0,0,0,0,0,102.4
Jaylen Brown,SF,BOS,0,0,0,0,0,243.0
Jonathan Kuminga,PF,GSW,0,0,0,0,0,192.1
Luguentz Dort,SG,OKC,0,0,0,0,0,29.3
Coby White,PG,CHI,0,0,0,0,0,108.9
Jordan Poole,SG,WAS,0,0,0,0,0,106.3
Luka Doncic,PG,DAL,0,0,0,0,0,79.4
Darius Garland,PG,CLE,0,0,0,0,0,101.5
Naz Reid,C,MIN,0,0,0,0,0,104.4
Spencer Dinwiddie,PG,DAL,0,0,0,0,0,84.6
Cason Wallace,SG,OKC,0,0,0,0,0,31.1
Al Horford,C,BOS,0,0,0,0,0,13.5
De'Aaron Fox,PG,SAC,0,0,0,0,0,115.7
Jusuf Nurkic,C,PHO,0,0,0,0,0,64.4
Bennedict Mathurin,SF,IND,0,0,0,0,0,108.4
Yves Missi,C,NOP,0,0,0,0,0,48.0
Andrew Wiggins,SF,GSW,0,0,0,0,0,116.5
Trey Murphy III,SF,NOP,0,0,0,0,0,90.2
Rudy Gobert,C,MIN,0,0,0,0,0,114.0
CJ McCollum,SG,NOP,0,0,0,0,0,80.4
Daniel Gafford,C,DAL,0,0,0,0,0,80.3
Trevelin Queen,SG,ORL,0,0,0,0,0,43.5
Jaren Jackson Jr.,C,MEM,0,0,0,0,0,180.9
Kelly Oubre Jr.,SF,PHL,0,0,0,0,0,59.7
Clint Capela,C,ATL,0,0,0,0,0,94.7
Trae Young,PG,ATL,0,0,0,0,0,203.4
Ja Morant,PG,MEM,0,0,0,0,0,114.5
Walker Kessler,C,UTA,0,0,0,0,0,98.1
Kenrich Williams,SF,OKC,0,0,0,0,0,46.4
James Harden,PG,LAC,0,0,0,0,0,79.2
Jrue Holiday,PG,BOS,0,0,0,0,0,42.1
Toumani Camara,PF,POR,0,0,0,0,0,40.5
Draymond Green,PF,GSW,0,0,0,0,0,85.1
Dennis Schroder,PG,GSW,0,0,0,0,0,71.2
D'Angelo Russell,PG,BKN,0,0,0,0,0,18.4
Zaccharie Risacher,SF,ATL,0,0,0,0,0,53.2
Desmond Bane,SG,MEM,0,0,0,0,0,178.9
Victor Wembanyama,C,SAS,0,0,0,0,0,283.9
Miles Bridges,SF,CHA,0,0,0,0,0,154.9
Nic Claxton,C,BKN,0,0,0,0,0,99.4
Harrison Barnes,PF,SAS,0,0,0,0,0,61.6
Jerami Grant,PF,POR,0,0,0,0,0,65.9
Fred VanVleet,PG,HOU,0,0,0,0,0,183.3
Dyson Daniels,SG,ATL,0,0,0,0,0,88.7
Jalen Duren,C,DET,0,0,0,0,0,91.2
Jaylen Wells,SG,MEM,0,0,0,0,0,52.5
Mikal Bridges,SF,NYK,0,0,0,0,0,180.9
Chris Paul,PG,SAS,0,0,0,0,0,122.4
Max Christie,SG,LAL,0,0,0,0,0,35.7
Tristan da Silva,SF,ORL,0,0,0,0,0,85.8
Anfernee Simons,SG,POR,0,0,0,0,0,80.4
Miles McBride,PG,NYK,0,0,0,0,0,34.1
Kristaps Porzingis,C,BOS,0,0,0,0,0,43.2
Caris LeVert,SG,CLE,0,0,0,0,0,47.2
Ivica Zubac,C,LAC,0,0,0,0,0,115.0
Deandre Ayton,C,POR,0,0,0,0,0,106.1
Collin Sexton,SG,UTA,0,0,0,0,0,129.5
Jaylin Williams,C,OKC,0,0,0,0,0,10.9
Malik Beasley,SG,DET,0,0,0,0,0,100.3
Zach LaVine,SG,CHI,0,0,0,0,0,125.9
Shai Gilgeous-Alexander,PG,OKC,0,0,0,0,0,294.2
Ochai Agbaji,SF,TOR,0,0,0,0,0,21.4
Evan Mobley,PF,CLE,0,0,0,0,0,109.0
